LightningOMPBin,CNOT,1,0,1,30,CNOT,743.392,1/1000,LM
LightningOMPBin,CNOT,4,0,1,30,CNOT,201.806,1/1000,LM
LightningOMPBin,CNOT,16,0,1,30,CNOT,90.2204,1/1000,LM
LightningOMPBin,CNOT,32,0,1,30,CNOT,77.0781,1/1000,LM
LightningOMPBin,CNOT,1,0,2,30,CNOT,737.362,1/1000,LM
LightningOMPBin,CNOT,4,0,2,30,CNOT,200.338,1/1000,LM
LightningOMPBin,CNOT,16,0,2,30,CNOT,89.8959,1/1000,LM
LightningOMPBin,CNOT,32,0,2,30,CNOT,77.1667,1/1000,LM
LightningOMPBin,CNOT,1,0,3,30,CNOT,737.977,1/1000,LM
LightningOMPBin,CNOT,4,0,3,30,CNOT,200.28,1/1000,LM
LightningOMPBin,CNOT,16,0,3,30,CNOT,90.0698,1/1000,LM
LightningOMPBin,CNOT,32,0,3,30,CNOT,77.1565,1/1000,LM
LightningOMPBin,CNOT,1,0,4,30,CNOT,732.31,1/1000,LM
LightningOMPBin,CNOT,4,0,4,30,CNOT,200.215,1/1000,LM
LightningOMPBin,CNOT,16,0,4,30,CNOT,89.9086,1/1000,LM
LightningOMPBin,CNOT,32,0,4,30,CNOT,77.1389,1/1000,LM
LightningOMPBin,CNOT,1,0,5,30,CNOT,731.841,1/1000,LM
LightningOMPBin,CNOT,4,0,5,30,CNOT,199.563,1/1000,LM
LightningOMPBin,CNOT,16,0,5,30,CNOT,89.8029,1/1000,LM
LightningOMPBin,CNOT,32,0,5,30,CNOT,77.1508,1/1000,LM
LightningOMPBin,CNOT,1,0,6,30,CNOT,738.581,1/1000,LM
LightningOMPBin,CNOT,4,0,6,30,CNOT,198.78,1/1000,LM
LightningOMPBin,CNOT,16,0,6,30,CNOT,89.9938,1/1000,LM
LightningOMPBin,CNOT,32,0,6,30,CNOT,77.1002,1/1000,LM
LightningOMPBin,CNOT,1,0,7,30,CNOT,737.775,1/1000,LM
LightningOMPBin,CNOT,4,0,7,30,CNOT,200.458,1/1000,LM
LightningOMPBin,CNOT,16,0,7,30,CNOT,89.9541,1/1000,LM
LightningOMPBin,CNOT,32,0,7,30,CNOT,77.2847,1/1000,LM
LightningOMPBin,CNOT,1,0,8,30,CNOT,736.859,1/1000,LM
LightningOMPBin,CNOT,4,0,8,30,CNOT,200.246,1/1000,LM
LightningOMPBin,CNOT,16,0,8,30,CNOT,89.8538,1/1000,LM
LightningOMPBin,CNOT,32,0,8,30,CNOT,77.0601,1/1000,LM
LightningOMPBin,CNOT,1,0,9,30,CNOT,737.126,1/1000,LM
LightningOMPBin,CNOT,4,0,9,30,CNOT,200.161,1/1000,LM
LightningOMPBin,CNOT,16,0,9,30,CNOT,90.0011,1/1000,LM
LightningOMPBin,CNOT,32,0,9,30,CNOT,77.2696,1/1000,LM
LightningOMPBin,CNOT,1,0,10,30,CNOT,737.214,1/1000,LM
LightningOMPBin,CNOT,4,0,10,30,CNOT,199.563,1/1000,LM
LightningOMPBin,CNOT,16,0,10,30,CNOT,89.9882,1/1000,LM
LightningOMPBin,CNOT,32,0,10,30,CNOT,77.2579,1/1000,LM
LightningOMPBin,CNOT,1,0,11,30,CNOT,732.284,1/1000,LM
LightningOMPBin,CNOT,4,0,11,30,CNOT,199.575,1/1000,LM
LightningOMPBin,CNOT,16,0,11,30,CNOT,89.885,1/1000,LM
LightningOMPBin,CNOT,32,0,11,30,CNOT,77.3054,1/1000,LM
LightningOMPBin,CNOT,1,0,12,30,CNOT,821.339,1/1000,LM
LightningOMPBin,CNOT,4,0,12,30,CNOT,222.431,1/1000,LM
LightningOMPBin,CNOT,16,0,12,30,CNOT,94.2223,1/1000,LM
LightningOMPBin,CNOT,32,0,12,30,CNOT,81.0508,1/1000,LM
LightningOMPBin,CNOT,1,0,13,30,CNOT,821.172,1/1000,LM
LightningOMPBin,CNOT,4,0,13,30,CNOT,222.405,1/1000,LM
LightningOMPBin,CNOT,16,0,13,30,CNOT,94.0795,1/1000,LM
LightningOMPBin,CNOT,32,0,13,30,CNOT,81.1673,1/1000,LM
LightningOMPBin,CNOT,1,0,14,30,CNOT,820.869,1/1000,LM
LightningOMPBin,CNOT,4,0,14,30,CNOT,222.63,1/1000,LM
LightningOMPBin,CNOT,16,0,14,30,CNOT,94.4955,1/1000,LM
LightningOMPBin,CNOT,32,0,14,30,CNOT,81.1289,1/1000,LM
LightningOMPBin,CNOT,1,0,15,30,CNOT,817.548,1/1000,LM
LightningOMPBin,CNOT,4,0,15,30,CNOT,222.513,1/1000,LM
LightningOMPBin,CNOT,16,0,15,30,CNOT,94.1682,1/1000,LM
LightningOMPBin,CNOT,32,0,15,30,CNOT,81.0248,1/1000,LM
LightningOMPBin,CNOT,1,0,16,30,CNOT,744.695,1/1000,LM
LightningOMPBin,CNOT,4,0,16,30,CNOT,199.518,1/1000,LM
LightningOMPBin,CNOT,16,0,16,30,CNOT,88.9857,1/1000,LM
LightningOMPBin,CNOT,32,0,16,30,CNOT,76.8263,1/1000,LM
LightningOMPBin,CNOT,1,0,17,30,CNOT,819.579,1/1000,LM
LightningOMPBin,CNOT,4,0,17,30,CNOT,220.928,1/1000,LM
LightningOMPBin,CNOT,16,0,17,30,CNOT,94.0801,1/1000,LM
LightningOMPBin,CNOT,32,0,17,30,CNOT,81.0905,1/1000,LM
LightningOMPBin,CNOT,1,0,18,30,CNOT,709.852,1/1000,LM
LightningOMPBin,CNOT,4,0,18,30,CNOT,195.567,1/1000,LM
LightningOMPBin,CNOT,16,0,18,30,CNOT,87.1317,1/1000,LM
LightningOMPBin,CNOT,32,0,18,30,CNOT,79.2751,1/1000,LM
LightningOMPBin,CNOT,1,0,19,30,CNOT,695.603,1/1000,LM
LightningOMPBin,CNOT,4,0,19,30,CNOT,192.169,1/1000,LM
LightningOMPBin,CNOT,16,0,19,30,CNOT,86.0787,1/1000,LM
LightningOMPBin,CNOT,32,0,19,30,CNOT,77.685,1/1000,LM
LightningOMPBin,CNOT,1,0,20,30,CNOT,700.609,1/1000,LM
LightningOMPBin,CNOT,4,0,20,30,CNOT,192.338,1/1000,LM
LightningOMPBin,CNOT,16,0,20,30,CNOT,86.9268,1/1000,LM
LightningOMPBin,CNOT,32,0,20,30,CNOT,76.9682,1/1000,LM
LightningOMPBin,CNOT,1,0,21,30,CNOT,730.744,1/1000,LM
LightningOMPBin,CNOT,4,0,21,30,CNOT,198.627,1/1000,LM
LightningOMPBin,CNOT,16,0,21,30,CNOT,87.7428,1/1000,LM
LightningOMPBin,CNOT,32,0,21,30,CNOT,76.2685,1/1000,LM
